Available,Price,Address,Link
Now,$390,"2/25 Ti Rakau Drive, Pakuranga, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/pakuranga/listing/3835552498?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
"Sun, 4 Dec",$530,"58a Westerham Drive, Dannemora, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/dannemora/listing/3835267620?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$475,"6 Ballindrait Drive, Flat Bush, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/flat-bush/listing/3834625861?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$530,"2/44 Michaels Avenue, Ellerslie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ellerslie/listing/3847892806?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$540,"43 Murphys Park Drive, Flat Bush, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/flat-bush/listing/3833689723?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$530,"171 Jeffs Rd, Flat Bush, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/flat-bush/listing/3826710284?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
"Thu, 24 Nov",$450,"165A Cyril French Drive , Flat Bush, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/flat-bush/listing/3824852895?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$540,"17 barley road, Flat Bush, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/flat-bush/listing/3855971313?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$510,"13 Downpatrick Drive, Flat Bush, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/flat-bush/listing/3853449513?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$550,"43 Ohalloran Road, Howick, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/howick/listing/3820753434?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$490,"1/661 New North Rd, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3844623655?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$510,"3/15 Eaglehurst Road, Ellerslie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ellerslie/listing/3842779105?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$550,"3/192 Mount Albert Road, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3842763975?rsqid=59ca992a349f4642876b1cc9b091c47f-001
"Fri, 25 Nov",$500,"9/86 Owairaka Ave, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3837165972?rsqid=59ca992a349f4642876b1cc9b091c47f-001
"Mon, 28 Nov",$540,"B309/176 Broadway, Newmarket, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/newmarket/listing/3836989544?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$480,"96C Michael Jones Drive, Flat Bush, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/flat-bush/listing/3820210219?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
"Sat, 28 Oct",$540," Galsworthy Pl, Bucklands Beach, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/bucklands-beach/listing/3816062349?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$480,"20 Beltany Dr, Flat Bush, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/flat-bush/listing/3845845847?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$550,"18A Challinor Street, Pakuranga, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/pakuranga/listing/3809935639?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$510,"8 Rossbeg Lane, Flat Bush, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/flat-bush/listing/3693046176?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$490,"1/96 Taylor Street, Blockhouse Bay, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/blockhouse-bay/listing/3811091285?rsqid=59ca992a349f4642876b1cc9b091c47f-001
"Fri, 2 Dec",$550,"L6 D/176 Broadway, Newmarket, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/newmarket/listing/3835424276?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$519,"7 Thomson Street, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3826212617?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$450,"7/62 Grange Road, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3811174565?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$510,"26A May Rd, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3809396769?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$415,"20 Pandora Place, Pakuranga, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/pakuranga/listing/3689346502?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
"Wed, 18 Jan",$520,"Flat Bush, Manukau City",https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/flat-bush/listing/3826160941?rsqid=2e54423eac8b4b41b39812cc7c6ef8d0-001
Now,$500,"472 Remuera Road, Remuera, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/remuera/listing/3809134586?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$450,"30 Ellis Avenue, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3803356996?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$550,"23/66 Mount Eden Road, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3800661715?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$450,"34 Mitchell Street, Blockhouse Bay, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/blockhouse-bay/listing/3800511046?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$450,"1/64 Williamson Avenue, Grey Lynn, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/grey-lynn/listing/3794878156?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$495,"16A Flavia Place, Lynfield, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/lynfield/listing/3812815455?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$420,"8/3 Rossgrove Tce, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3785117868?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$450,"2/3 Rossgrove Tce, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3785096556?rsqid=59ca992a349f4642876b1cc9b091c47f-001
"Fri, 25 Nov",$500,"2/226 Main Highway, Ellerslie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ellerslie/listing/3783115757?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$540,"2/249A Hillsborough Road, Hillsborough, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/hillsborough/listing/3768271483?rsqid=59ca992a349f4642876b1cc9b091c47f-001
Now,$480,"274A Hillsborough Road, Hillsborough, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/hillsborough/listing/3768129982?rsqid=59ca992a349f4642876b1cc9b091c47f-001
"Sat, 10 Dec",$550,"2c Wyvern Place, Glenfield, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/glenfield/listing/3835796373?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$450,"3/81 Pupuke Road, Northcote, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/northcote/listing/3842808164?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$450,"4 Dallan place, Albany, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/albany/listing/3835492560?rsqid=24758d1d074343f0b54633f299d6545d-001
"Sat, 26 Nov",$500,"26a Arosa Place, Forrest Hill, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/forrest-hill/listing/3831843314?rsqid=24758d1d074343f0b54633f299d6545d-001
"Fri, 18 Nov",$510," Totara Grove, Hillcrest, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/hillcrest/listing/3831823244?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$550,"129a Beach Haven Road, Beach Haven, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/beach-haven/listing/3826478486?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$485,"4/3  The Avenue, Albany, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/albany/listing/3826310054?rsqid=24758d1d074343f0b54633f299d6545d-001
"Mon, 14 Nov",$540,"35A English oak, Albany, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/albany/listing/3820203825?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$520,"2/2 Totara Grove, Hillcrest, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/hillcrest/listing/3818919302?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$400,"Flat/58a Powrie st, Glenfield, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/glenfield/listing/3838315236?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$550,"42/241 Hinemoa Street, Birkenhead, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/birkenhead/listing/3804972201?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$550,"Northcote, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/northcote/listing/3803788456?rsqid=24758d1d074343f0b54633f299d6545d-001
"Thu, 8 Dec",$550,"3/35 Richards Avenue, Forrest Hill, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/forrest-hill/listing/3823478244?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$545,"1D/20 Ian Marwick Place, Birkenhead, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/birkenhead/listing/3792157724?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$490,"Glenfield, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/glenfield/listing/3779805765?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$460,"56 Weatherly Road, Torbay, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/torbay/listing/3778602188?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$450,"17A Uppingham Cres, Hillcrest, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/hillcrest/listing/3835100080?rsqid=24758d1d074343f0b54633f299d6545d-001
"Tue, 31 Jan",$550,"64 Mayfair Crescent, Mairangi Bay, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/mairangi-bay/listing/3769763280?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$500," Ayton Dr, Glenfield, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/glenfield/listing/3780030429?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$550,"3/178 Hinemoa Street, Birkenhead, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/birkenhead/listing/3842422992?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$550,"243 Glamorgan Drive. Pwr/water incl, Torbay, North Shore City",https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/torbay/listing/3840886657?rsqid=24758d1d074343f0b54633f299d6545d-001
Now,$500,"121 Great South Road, Greenlane, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/greenlane/listing/3727561173?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
Now,$460,"147 Great South Road, Greenlane, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/greenlane/listing/3719784740?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
Now,$500,"Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3712009652?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
Now,$550,"153 White Swan Road, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3541623727?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
Now,$450,"3/10A Jesmond Tce, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3453377490?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
Now,$475,"6B Kimber Hall Avenue, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3453091598?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
Now,$450,"10/1225 New North Rd,, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3577972432?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
Now,$500,"15/3 Epsom Ave, Epsom, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/epsom/listing/3859982828?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
Now,$460,"5/825 New North Road, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3859068428?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
"Wed, 30 Nov",$480,"2/42 Sussex Street, Ponsonby, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ponsonby/listing/3858866095?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
"Wed, 7 Dec",$495,"2/86 Halsey Drive, Lynfield, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/lynfield/listing/3858732649?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
"Fri, 9 Dec",$550,"3/19 Turama Road, Royal Oak, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/royal-oak/listing/3858593116?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
"Sat, 3 Dec",$485,"50A Esplanade Road, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3858451411?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
"Sat, 3 Dec",$520,"2/7 Celtic Crescent, Ellerslie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ellerslie/listing/3857506983?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
Now,$450,"2N/94 Dominion Road, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3856505750?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
"Sun, 20 Nov",$550,"1C/38 Epsom Avenue, Epsom, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/epsom/listing/3856489019?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
"Tue, 15 Nov",$450,"3/45 Willcott Street, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3855123765?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
"Fri, 2 Dec",$550,"3/34 Owens Road, Epsom, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/epsom/listing/3854632142?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
Now,$500,"2/168 Boundary Road, Blockhouse Bay, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/blockhouse-bay/listing/3854055093?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
"Tue, 6 Dec",$530,"1/86 Owairaka Avenue, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3853761825?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
"Fri, 9 Dec",$525,"3/43 Queens Ave, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3853438647?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
"Mon, 19 Dec",$550,"2/198 Upland Road, Remuera, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/remuera/listing/3852532429?rsqid=dd6c946735dc4843b8d0179b092c9af6-001
Now,$530,"72 Gifford Ave, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3852465872?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
"Sat, 26 Nov",$535,"6/214 Campbell Road, Greenlane, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/greenlane/listing/3851709417?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
"Sun, 27 Nov",$480,"2/1150 New North Road, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3850694095?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
"Sun, 20 Nov",$550,"2E/28 Stanwell, Parnell, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/parnell/listing/3849702912?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$530,"2/246 Mount Albeert Road, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3849246355?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$530,"Greenlane, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/greenlane/listing/3848149903?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
"Sat, 26 Nov",$470,"4/137 Celtic Crescent, Ellerslie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ellerslie/listing/3847757223?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$520,"3/277 Mt Eden Road, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3847554797?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$450,"2B/567 Richardson Road, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3847139640?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
"Wed, 30 Nov",$530,"1/811 Dominion Road, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3846250400?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
"Mon, 5 Dec",$510,"1/19 Campbell Road, Royal Oak, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/royal-oak/listing/3845895604?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$420,"2/206 Blockhouse Bay Road, Blockhouse Bay, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/blockhouse-bay/listing/3844770573?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$545,"22b Olsen Ave, Hillsborough, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/hillsborough/listing/3843967387?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
"Wed, 30 Nov",$550,"5/14 Campbell Road, Royal Oak, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/royal-oak/listing/3842515467?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$520,"283 Richmond Rd, Grey Lynn, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/grey-lynn/listing/3841351482?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
"Sat, 26 Nov",$470,"6/9 Prospero Terrace, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3840584340?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
"Mon, 14 Nov",$495,"2/107 Donovan Street, Blockhouse Bay, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/blockhouse-bay/listing/3840339092?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$530,"17 Bremner Ave, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3837717727?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$485,"48 Boyce Avenue, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3837431763?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$525,"2/16 Mt Smart Road, Royal Oak, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/royal-oak/listing/3837187122?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$550,"B172/176 Broadway, Newmarket, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/newmarket/listing/3836940332?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$480,"24 Mount Hobson Road, Remuera, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/remuera/listing/3836201315?rsqid=6cd62c0148f74729a5eb1d4209b2cd23-001
Now,$500,"3/7 Hartland Avenue, Glendowie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/glendowie/listing/3835746147?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$550,"36A May Road, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3835608859?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$545,"3/24 Savannah Street, Epsom, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/epsom/listing/3835324691?rsqid=5d1548720c824e04add64aa867d5dce0-001
"Wed, 23 Nov",$520,"2/24 Britton Avenue, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3834266598?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$545,"2/120 Lynbrooke Avenue, Blockhouse Bay, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/blockhouse-bay/listing/3834052713?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$450,"205 Hillsborough Road, Hillsborough, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/hillsborough/listing/3833869571?rsqid=5d1548720c824e04add64aa867d5dce0-001
"Mon, 21 Nov",$540,"1/1067 Dominion Road, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3832230767?rsqid=5d1548720c824e04add64aa867d5dce0-001
"Thu, 24 Nov",$500,"2/284A St Heliers Bay Rd, Saint Heliers, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/saint-heliers/listing/3831799093?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$470,"Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3831665663?rsqid=5d1548720c824e04add64aa867d5dce0-001
"Fri, 18 Nov",$520,"3/12 Penney Ave , Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3829184553?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$470,"2/1208 New North Road, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3826225930?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$540,"L7/176 Broadway, Newmarket, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/newmarket/listing/3826066815?rsqid=5d1548720c824e04add64aa867d5dce0-001
"Wed, 23 Nov",$470,"7/3 Rocklands Ave, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3857151893?rsqid=5d1548720c824e04add64aa867d5dce0-001
"Sat, 26 Nov",$450,"3/138 Richardson Road, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3825038658?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$520,"3/9 Ngauruhoe Street, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3824827728?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$450," Connaught St, Blockhouse Bay, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/blockhouse-bay/listing/3823043634?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$460," Jamaica Place, Blockhouse Bay, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/blockhouse-bay/listing/3819983156?rsqid=5d1548720c824e04add64aa867d5dce0-001
"Thu, 17 Nov",$550,"2/146 Halsey Drive, Lynfield, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/lynfield/listing/3819941540?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$480,"8/145 Bassett Road, Remuera, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/remuera/listing/3858886985?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$450,"28H Wilkinson Road , Ellerslie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ellerslie/listing/3815498634?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$510,"14/111 Melrose Road, Hillsborough, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/hillsborough/listing/3813580287?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$515,"3/92 Asquith Ave, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3810977737?rsqid=5d1548720c824e04add64aa867d5dce0-001
Now,$550,"3/444 Mount Eden Road, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3809137426?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$420,"2/4 Wanganella Place, Lynfield, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/lynfield/listing/3806567919?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$490,"885b New North rd , Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3835768995?rsqid=24a66229f53a4bca945b704936c53c4e-001
